a,b,c,d,e,f,g,h,i,j,k,l,m,n
37,5,15,10,0,3,4,4,0,0,0,40,2,0
35,4,0,6,2,7,0,4,1,0,0,45,39,0
22,4,15,10,4,10,3,4,0,2176,0,25,39,0
33,4,11,9,5,3,1,4,1,0,0,40,39,0
42,2,15,10,2,1,5,4,0,0,0,40,39,1
36,4,15,10,0,7,3,3,1,0,0,40,26,0
41,4,15,10,2,4,0,4,1,0,0,60,39,0
39,4,11,9,0,1,4,4,0,0,0,40,39,0
63,4,15,10,2,6,0,1,1,0,0,40,30,1
52,4,15,10,2,12,0,4,1,0,0,60,5,1
36,4,0,6,4,8,4,4,0,0,0,35,39,0
27,4,12,14,4,12,1,4,1,0,0,42,26,0
19,4,1,7,4,8,3,4,0,0,0,15,11,0
66,4,15,10,4,10,1,4,0,0,0,40,39,1
74,7,15,10,6,4,1,2,1,15831,0,40,39,1
17,0,6,5,4,0,3,4,1,0,0,5,39,0
37,4,8,11,2,3,0,4,1,0,0,45,39,0
52,6,11,9,2,3,0,4,1,0,0,50,19,1
21,0,15,10,4,0,3,4,0,0,0,40,39,0
44,4,12,14,5,4,1,4,1,0,2559,40,39,1
24,4,9,13,4,12,1,4,1,0,1876,65,39,0
19,0,15,10,4,0,3,4,1,0,0,18,39,0
31,4,8,11,4,1,1,2,1,0,0,45,39,0
42,5,15,10,2,4,0,4,1,0,0,40,39,1
35,4,9,13,2,10,5,4,0,0,0,15,39,1
35,5,8,11,2,3,0,4,1,0,0,55,39,0
26,7,14,15,4,10,1,4,0,0,0,80,39,0
39,6,15,10,2,7,5,4,0,0,0,40,39,0
38,4,9,13,2,1,0,4,1,0,0,50,39,0
39,2,9,13,2,4,0,1,1,0,0,40,19,1
35,4,9,13,2,13,0,4,1,0,1887,40,39,1
40,4,11,9,2,3,5,4,0,0,0,45,39,0
64,4,14,15,6,10,1,4,0,0,2444,40,39,1
22,0,15,10,4,0,3,4,0,0,0,40,39,0
49,4,9,13,2,10,0,4,1,0,1672,45,21,0
26,4,0,6,2,6,0,4,1,0,0,38,39,0
38,0,15,10,0,0,1,4,0,0,0,25,39,0
44,4,4,3,3,3,1,4,1,0,0,45,39,0
34,5,9,13,0,4,4,2,1,15020,0,50,39,1
54,4,15,10,6,13,4,4,0,0,0,40,39,0
22,4,15,10,4,8,3,4,0,0,0,10,39,0
64,4,7,12,2,3,0,4,1,0,0,40,39,1
22,4,11,9,4,12,3,4,0,0,0,20,39,0
40,5,9,13,2,4,0,4,1,0,0,55,39,1
36,4,11,9,2,7,0,4,1,5178,0,40,39,1
20,0,11,9,4,0,2,4,1,0,0,40,39,0
49,4,15,10,0,1,1,4,0,0,0,40,39,0
42,4,11,9,2,3,0,4,1,0,0,40,39,1
48,4,9,13,0,4,1,4,0,0,0,50,39,1
27,4,2,8,4,3,3,4,1,0,0,40,39,0
30,4,1,7,2,4,0,4,1,0,0,40,39,0
22,4,11,9,4,12,1,4,0,0,0,28,39,0
36,4,11,9,2,3,0,4,1,0,0,45,39,0
53,4,15,10,0,1,2,4,0,0,0,40,39,0
32,4,11,9,5,3,1,4,1,0,0,40,39,0
48,4,15,10,2,4,0,4,1,0,0,50,39,0
40,4,7,12,2,12,0,4,1,0,0,40,39,1
24,4,9,13,2,10,0,4,1,0,0,40,39,0
35,6,14,15,2,10,0,4,1,0,0,40,39,1
35,6,15,10,2,3,0,4,1,0,0,40,39,1
17,0,15,10,4,0,3,4,1,0,0,15,39,0
28,4,9,13,0,1,1,4,0,0,0,40,39,0
30,4,11,9,5,14,4,2,1,1506,0,80,39,0
37,4,9,13,4,4,1,4,0,2174,0,50,39,0
23,4,11,9,4,12,2,2,1,0,0,40,23,0
17,4,0,6,4,12,3,4,0,0,0,22,39,0
47,4,11,9,2,4,0,4,1,0,0,55,39,1
43,4,15,10,2,10,0,4,1,0,0,40,39,1
39,2,15,10,2,4,0,0,1,0,1485,40,39,1
37,4,11,9,2,1,0,4,1,0,0,40,4,0
23,4,11,9,2,12,5,2,0,0,0,35,39,0
41,4,11,9,0,12,4,4,0,0,0,40,39,0
22,4,11,9,4,8,1,2,0,0,0,35,39,0
30,0,9,13,3,0,1,4,0,0,0,35,39,0
39,4,10,16,0,4,1,4,0,0,2559,60,9,1
65,4,11,9,2,3,0,4,1,0,0,50,39,1
61,2,9,13,4,10,1,4,0,0,0,63,39,1
20,4,2,8,4,8,1,4,1,0,0,30,26,0
37,2,11,9,0,8,4,4,0,2977,0,55,39,0
39,4,9,13,0,12,1,4,1,0,0,60,39,0
27,4,11,9,4,8,1,2,1,0,0,40,39,0
32,6,0,6,2,4,0,4,1,0,0,55,39,0
54,4,15,10,0,1,1,4,0,0,0,35,39,0
39,4,9,13,2,10,0,4,1,0,0,40,39,1
17,4,1,7,4,8,2,2,1,0,0,20,39,0
23,4,11,9,4,12,1,2,0,0,0,27,0,0
19,4,1,7,4,12,4,4,0,0,0,25,39,0
55,2,15,10,0,1,1,2,1,0,0,40,39,0
36,4,7,12,5,13,1,4,0,0,0,3,39,0
27,4,1,7,2,3,0,4,1,0,1740,40,39,0
23,4,15,10,4,7,1,2,0,0,0,40,39,0
38,2,9,13,2,10,5,4,0,0,0,55,39,0
22,4,11,9,4,3,3,4,1,0,0,40,39,0
31,4,9,13,2,4,5,4,0,0,0,40,39,1
53,4,9,13,2,4,0,4,1,0,0,60,39,1
67,2,9,13,2,4,0,4,1,0,0,20,39,0
42,4,11,9,2,1,0,4,1,0,0,55,39,1
29,4,8,11,2,7,0,4,1,0,0,40,0,0
31,4,15,10,4,12,1,4,1,0,1504,40,39,0
22,4,0,6,2,6,0,4,1,0,0,40,39,0
50,4,11,9,6,1,2,2,0,0,0,40,39,0
41,5,7,12,2,10,0,4,1,15024,0,50,39,1
68,0,9,13,6,0,1,4,0,0,0,2,39,0
42,5,9,13,2,4,0,4,1,0,0,50,39,1
20,4,15,10,4,12,3,4,0,0,0,20,39,0
18,4,11,9,4,12,3,1,0,0,0,40,39,0
31,4,5,4,4,7,2,4,0,0,0,20,26,0
56,4,15,10,2,4,0,4,1,0,1887,40,39,1
23,4,11,9,2,3,0,4,1,0,0,40,39,0
45,0,8,11,4,0,2,4,0,0,0,32,39,0
22,0,15,10,4,0,3,4,1,0,0,30,39,0
23,4,9,13,4,1,1,4,0,0,0,46,39,0
54,6,11,9,2,12,0,4,1,0,0,50,39,1
34,4,7,12,2,12,0,4,1,0,0,38,39,1
36,4,15,10,2,4,0,2,1,0,0,10,39,0
29,4,8,11,5,1,4,2,0,0,0,40,39,0
67,4,6,5,2,9,5,4,0,0,0,6,39,0
48,1,9,13,2,1,0,4,1,0,0,48,39,1
53,7,12,14,4,10,1,4,0,0,0,46,39,1
42,4,5,4,2,3,0,4,1,4386,0,50,39,1
56,4,11,9,2,5,0,4,1,0,0,20,39,0
20,0,15,10,4,0,3,4,0,0,0,30,39,0
40,4,11,9,4,8,2,2,1,0,0,40,39,0
55,7,9,13,0,1,1,4,1,10520,0,40,39,1
61,4,5,4,2,3,0,4,1,0,0,40,39,0
35,6,9,13,2,10,5,4,0,0,0,40,39,1
42,4,11,9,2,3,0,4,1,0,0,50,32,0
32,4,15,10,2,14,0,4,1,0,0,60,39,1
19,4,15,10,4,7,1,4,1,0,0,40,39,0
21,4,7,12,4,1,3,4,1,0,0,40,39,0
39,4,11,9,2,14,0,4,1,0,1887,40,39,1
22,4,11,9,5,1,2,4,0,0,0,40,39,0
23,4,11,9,4,12,1,4,0,0,0,35,39,0
49,4,1,7,2,14,0,4,1,0,1902,70,39,0
57,0,15,10,2,0,0,4,1,0,0,32,39,0
49,2,1,7,2,6,0,4,1,0,0,40,22,0
34,4,0,6,5,8,4,1,0,0,0,4,39,0
46,4,1,7,2,3,0,4,1,0,0,32,39,0
26,4,15,10,2,8,0,4,1,0,0,40,39,0
38,4,11,9,0,3,1,4,1,0,0,41,39,0
59,4,0,6,2,14,0,2,1,0,0,40,39,0
24,4,7,12,0,7,1,4,1,0,0,40,39,0
26,4,8,11,4,1,1,4,0,0,0,40,39,0
41,4,15,10,2,12,0,4,1,0,0,50,39,0
27,4,11,9,4,1,1,4,1,0,0,38,39,0
23,4,11,9,4,6,3,4,1,0,0,35,39,0
19,4,6,5,2,14,0,4,1,0,0,40,39,0
39,4,11,9,4,3,3,4,1,0,0,40,39,0
46,4,15,10,2,3,5,4,0,7298,0,40,39,1
28,6,11,9,4,4,3,4,1,0,0,40,39,0
62,4,11,9,0,8,1,4,0,0,0,40,39,0
28,4,7,12,4,1,3,4,1,0,0,35,39,0
35,1,11,9,4,1,4,4,0,0,0,40,39,0
38,4,11,9,2,3,0,4,1,0,0,42,39,0
53,5,10,16,0,4,1,4,1,0,0,60,39,1
29,4,9,13,2,10,0,4,1,0,0,50,39,1
17,4,2,8,4,8,3,4,0,0,0,8,39,0
45,2,11,9,4,1,1,4,0,0,0,37,39,0
20,4,11,9,4,3,2,4,1,0,0,40,39,0
27,0,15,10,4,0,4,4,0,0,0,40,39,0
59,2,11,9,2,8,0,4,1,0,0,40,39,0
37,4,12,14,4,10,4,4,0,0,0,40,39,0
27,4,15,10,4,6,3,4,1,0,0,40,39,0
29,4,9,13,2,12,0,4,1,0,0,40,39,1
26,0,15,10,0,0,2,4,0,0,0,35,39,0
63,4,0,6,2,3,0,4,1,0,1740,40,39,0
39,4,15,10,0,3,3,4,0,0,0,50,39,1
20,4,15,10,4,8,3,4,1,0,0,40,39,0
20,4,11,9,4,3,1,4,1,0,0,35,39,0
53,5,14,15,2,10,0,4,1,0,1977,60,39,1
49,0,0,6,2,0,5,4,0,0,0,40,39,0
35,1,9,13,3,4,1,2,1,0,0,40,39,0
40,4,11,9,0,4,1,4,0,0,0,60,39,0
50,0,12,14,2,0,0,4,1,0,0,40,39,1
35,4,12,14,2,1,0,4,1,0,0,45,39,1
38,1,12,14,2,4,0,4,1,0,0,40,39,1
47,4,11,9,0,1,1,4,0,0,0,40,39,0
32,7,15,10,2,10,5,4,0,0,1902,40,39,1
43,5,9,13,2,5,5,4,0,0,0,60,39,1
20,4,15,10,4,8,3,4,0,0,0,30,39,0
33,4,11,9,5,13,1,4,1,0,0,40,39,0
23,4,15,10,4,4,3,4,1,0,0,45,39,0
50,4,14,15,2,4,0,4,1,15024,0,50,39,1
60,4,15,10,0,13,1,4,0,6849,0,50,39,0
56,4,10,16,2,4,0,4,1,0,0,60,39,1
37,4,15,10,2,3,0,4,1,0,0,40,39,0
57,4,0,6,0,1,1,4,1,0,0,64,39,0
22,4,8,11,4,8,2,2,1,0,0,52,39,0
48,5,14,15,2,10,0,4,1,99999,0,48,39,1
27,7,15,10,2,3,0,2,1,0,0,40,39,0
18,6,2,8,4,5,3,4,1,0,0,50,39,0
41,6,7,12,2,3,0,4,1,0,0,60,39,1
33,4,9,13,4,12,3,4,1,0,0,40,39,0
51,4,11,9,3,7,1,4,1,0,0,50,39,0
33,2,12,14,4,10,1,4,0,0,0,45,39,0
25,4,9,13,4,1,1,4,0,0,0,32,39,0
55,6,11,9,2,3,0,4,1,0,0,55,39,0
29,4,1,7,0,8,1,4,0,0,0,70,39,0
24,0,9,13,4,0,1,4,1,0,0,41,39,0
41,4,9,13,2,4,0,4,1,0,0,50,39,1
29,2,12,14,4,10,1,4,0,0,0,50,39,0
39,6,15,10,2,3,0,0,1,0,0,50,39,1
35,4,15,10,2,12,0,4,1,7298,0,48,39,1
20,4,15,10,4,6,1,4,0,0,0,40,39,0
41,4,8,11,0,13,1,4,0,0,0,40,39,0
26,5,9,13,4,4,3,4,1,0,0,80,39,0
44,4,11,9,0,3,1,4,1,0,0,45,39,0
32,4,11,9,2,3,0,4,1,0,0,55,39,0
35,4,11,9,0,10,1,4,1,0,0,40,39,0
59,7,5,4,2,3,0,4,1,5013,0,38,39,0
61,7,15,10,0,3,1,4,1,0,0,40,11,0
20,4,11,9,4,7,3,4,1,0,0,43,39,0
58,4,2,8,0,14,4,2,1,0,0,45,39,1
48,6,1,7,2,3,0,4,1,0,0,55,39,0
26,4,9,13,4,1,1,1,0,0,0,40,39,0
28,7,15,10,2,8,0,4,1,0,0,40,39,0
48,4,9,13,2,3,0,4,1,99999,0,40,39,1
45,4,11,9,2,10,0,4,1,0,0,45,39,1
18,4,11,9,4,6,3,4,1,1055,0,40,39,0
23,4,11,9,4,3,3,4,1,0,0,40,39,0
31,4,15,10,4,4,1,4,0,0,0,40,39,1
19,0,11,9,4,0,3,2,1,0,0,20,39,0
35,4,7,12,0,1,4,4,0,0,0,32,39,0
22,6,11,9,4,6,1,4,1,0,0,40,39,0
32,6,11,9,4,3,3,4,1,0,0,60,39,0
69,4,11,9,6,1,4,4,0,0,0,20,39,0
39,4,15,10,2,4,5,4,0,0,0,43,39,1
21,0,15,10,4,0,1,1,0,0,0,15,0,0
22,4,9,13,4,1,3,4,0,4416,0,40,39,0
52,4,12,14,2,4,0,4,1,0,0,36,39,0
44,4,12,14,2,4,0,4,1,0,0,48,39,0
22,4,7,12,4,8,3,4,0,0,0,40,39,0
49,4,7,12,2,12,0,4,1,0,0,45,39,1
51,4,11,9,2,12,0,4,1,0,0,50,39,1
27,4,12,14,4,10,1,1,1,0,0,20,3,0
34,4,9,13,2,12,0,4,1,0,1887,40,39,1
20,4,15,10,4,1,3,4,0,0,0,12,39,0
22,4,9,13,4,13,1,1,1,0,2339,40,19,0
68,4,1,7,6,7,1,2,0,0,1870,35,39,0
31,4,11,9,2,14,0,4,1,0,0,73,39,0
22,4,11,9,4,8,1,4,1,0,0,30,39,0
62,0,11,9,2,0,0,4,1,0,0,40,39,0
28,4,11,9,4,1,3,0,0,0,0,40,39,0
46,4,15,10,2,12,0,2,1,0,1977,60,39,1
49,4,11,9,2,4,0,4,1,0,0,40,39,0
40,4,12,14,2,10,0,4,1,0,0,55,39,0
54,2,11,9,2,3,0,4,1,0,0,40,32,0
24,4,6,5,4,3,2,3,1,0,0,58,13,0
27,4,7,12,4,4,1,4,0,0,0,40,39,0
33,4,11,9,2,7,0,4,1,0,0,40,39,0
19,4,15,10,4,8,2,0,1,0,0,42,39,0
27,4,11,9,2,12,0,4,1,4386,0,40,39,1
39,4,11,9,0,3,4,4,1,0,0,50,8,0
29,0,9,13,3,0,1,4,1,0,0,50,39,0
29,4,2,8,2,8,0,1,1,0,0,50,3,0
44,6,4,3,2,5,0,4,1,0,0,84,39,1
51,7,10,16,3,10,1,4,1,0,0,70,39,1
37,4,9,13,2,12,0,4,1,0,0,55,39,1
56,4,11,9,2,12,0,4,1,0,0,40,39,1
19,4,1,7,4,1,4,4,0,0,0,15,39,0
37,4,9,13,4,7,2,4,1,0,0,40,39,0
18,4,15,10,4,12,3,4,0,0,0,15,39,0
35,0,3,2,2,0,0,4,1,0,0,15,39,0
28,4,5,4,2,3,0,4,1,3464,0,35,39,0
40,5,9,13,2,10,0,4,1,3103,0,60,39,1
50,6,12,14,2,10,0,4,1,0,0,40,39,0
31,4,11,9,4,6,1,4,1,0,0,60,39,0
57,6,1,7,0,8,4,4,1,4650,0,50,39,0
40,4,9,13,2,12,0,4,1,0,0,50,39,1
44,4,9,13,4,10,1,4,1,27828,0,40,39,1
40,4,15,10,2,10,0,4,1,0,0,60,39,0
42,7,15,10,4,4,4,4,0,0,0,45,39,0
41,1,15,10,2,3,0,2,1,0,0,35,39,0
23,4,15,10,3,8,1,4,1,0,0,45,39,0
41,6,11,9,2,5,0,4,1,0,0,99,39,0
41,6,15,10,4,12,3,4,1,0,0,40,39,0
29,6,8,11,4,5,1,4,1,0,0,75,39,0
33,4,9,13,4,1,1,2,0,0,0,40,39,0
43,4,11,9,0,12,2,4,0,0,0,46,39,0
18,4,15,10,4,12,3,4,0,0,0,10,39,0
67,6,15,10,6,8,1,4,0,2346,0,33,39,0
21,4,11,9,4,8,3,4,1,0,0,40,39,0
36,4,2,8,2,7,0,4,1,0,0,48,39,0
22,0,15,10,4,0,3,4,1,0,0,65,39,0
64,0,9,13,2,0,0,4,1,0,0,40,39,1
24,4,1,7,4,12,3,4,0,0,0,30,39,0
44,2,11,9,2,3,0,4,1,0,0,40,39,0
22,1,15,10,4,14,3,4,1,0,0,4,39,0
60,4,5,4,2,14,0,4,1,0,0,15,39,0
31,6,15,10,2,10,0,4,1,0,0,50,39,1
74,4,2,8,2,6,0,4,1,0,0,11,39,0
30,4,9,13,4,4,1,4,1,0,0,40,39,0
29,4,1,7,4,14,4,4,1,0,0,40,39,0
47,4,15,10,2,4,5,4,0,0,0,50,39,1
71,4,8,11,6,1,1,4,0,0,0,20,39,0
33,4,0,6,2,8,0,4,1,0,0,80,26,0
56,4,11,9,6,7,4,4,0,0,0,30,39,0
24,6,1,7,4,8,4,0,0,0,0,40,39,0
37,4,9,13,2,12,0,4,1,0,0,40,39,1
52,4,9,13,2,7,0,4,1,0,0,40,19,0
42,4,9,13,2,8,0,4,1,0,0,40,0,0
56,4,11,9,2,1,0,4,1,0,0,48,39,0
52,4,9,13,0,3,1,4,1,0,0,40,39,0
56,7,10,16,2,14,0,4,1,0,0,56,39,0
54,4,9,13,2,13,0,4,1,0,0,40,39,0
43,6,9,13,2,4,0,4,1,0,0,60,39,0
68,4,11,9,6,3,1,4,0,3273,0,42,39,0
38,4,9,13,2,1,5,4,0,0,0,40,39,0
44,2,12,14,2,10,0,4,1,0,0,40,39,1
32,0,1,7,2,0,5,4,0,0,0,15,39,0
23,4,9,13,4,11,3,4,1,0,0,50,39,0
69,4,11,9,6,1,1,4,0,0,0,40,39,0
52,4,11,9,2,12,0,4,1,0,1902,60,39,1
24,4,7,12,2,8,0,4,1,0,0,40,39,0
45,4,9,13,2,10,0,4,1,0,0,40,39,1
43,4,6,5,2,1,0,4,1,0,0,84,39,0
59,7,9,13,2,4,0,4,1,0,1977,40,39,1
35,4,7,12,2,4,0,4,1,0,0,50,39,1
43,4,9,13,2,10,0,4,1,0,0,20,39,1
47,4,1,7,2,5,0,4,1,0,0,40,39,0
29,0,15,10,2,0,3,2,0,0,0,14,39,0
77,0,7,12,2,0,0,4,1,0,1411,2,39,0
48,4,11,9,2,6,0,2,1,0,0,40,39,0
40,4,9,13,2,4,0,4,1,0,0,50,0,1
23,7,15,10,4,11,1,4,1,0,0,15,39,0
51,4,11,9,2,3,0,4,1,0,0,40,39,1
43,4,7,12,2,4,5,2,0,0,0,40,0,0
44,4,11,9,2,3,0,2,1,0,0,40,39,0
24,4,9,13,4,1,1,4,0,0,0,40,39,0
39,5,12,14,0,4,1,2,1,0,0,70,39,1
19,4,15,10,4,6,3,4,1,0,0,20,39,0
21,4,15,10,4,8,3,4,0,0,0,25,39,0
49,4,11,9,2,4,0,4,1,0,0,48,39,1
22,4,15,10,4,8,3,4,1,0,0,36,39,0
59,4,11,9,6,7,1,2,0,0,0,40,39,0
51,4,11,9,2,3,0,4,1,7688,0,50,39,1
38,2,9,13,0,10,3,4,0,0,0,38,39,0
45,4,11,9,2,3,0,4,1,0,0,50,39,1
56,5,15,10,2,5,0,4,1,0,0,60,39,0
67,0,15,10,6,0,1,4,0,0,0,4,39,0
27,2,11,9,2,11,0,1,1,0,0,40,39,1
21,4,15,10,4,4,1,4,0,0,0,38,39,0
55,6,12,14,0,4,1,4,1,0,0,45,39,0
31,4,15,10,0,1,4,4,0,0,0,20,39,0
57,6,6,5,2,5,0,4,1,0,0,45,26,0
33,4,11,9,4,3,1,2,1,0,0,40,0,0
26,4,12,14,4,10,1,2,1,0,0,40,39,0
51,4,11,9,2,14,0,4,1,5013,0,40,39,0
35,4,11,9,4,8,1,4,1,0,0,40,39,0
19,0,11,9,4,0,3,4,1,0,0,20,39,0
46,4,9,13,2,1,0,1,1,0,0,40,30,1
38,2,9,13,2,11,0,4,1,0,1628,48,39,0
24,4,5,4,4,6,1,4,1,0,0,24,13,0
38,7,12,14,0,4,1,4,0,0,0,50,39,1
49,4,11,9,0,9,4,4,0,0,0,16,41,0
34,6,9,13,0,4,1,2,1,0,0,21,0,0
55,0,9,13,2,0,0,4,1,5178,0,20,39,1
51,4,15,10,4,14,1,4,1,0,0,30,39,0
72,4,11,9,6,1,4,4,0,2329,0,20,39,0
60,4,5,4,2,14,0,4,1,0,0,50,39,1
45,4,8,11,2,3,0,4,1,0,0,40,39,0
21,4,0,6,2,5,0,4,1,0,0,30,39,0
49,4,15,10,2,3,0,4,1,0,1887,40,39,1
46,4,9,13,4,4,4,2,0,0,0,40,39,0
62,1,15,10,2,1,0,4,1,0,0,40,39,0
51,4,9,13,2,4,0,4,1,0,0,50,39,1
50,4,15,10,2,3,0,4,1,0,0,50,39,1
18,4,11,9,4,8,1,4,1,0,0,20,39,0
71,4,9,13,0,12,1,4,0,0,1911,38,39,1
30,4,11,9,4,6,1,4,1,0,0,22,39,0
51,4,0,6,6,12,4,4,0,0,0,40,39,0
36,4,8,11,4,13,1,4,1,0,0,40,39,1
41,7,11,9,0,1,4,4,0,0,0,45,39,0
38,7,15,10,0,13,4,4,0,0,0,10,39,0
49,4,9,13,2,4,0,4,1,0,0,75,39,1
42,7,9,13,0,10,4,4,0,0,0,40,39,0
53,4,15,10,2,12,0,4,1,0,0,45,39,1
21,4,15,10,4,1,3,4,1,0,0,10,39,0
19,4,11,9,4,10,1,4,0,4416,0,40,39,0
43,7,9,13,0,10,1,4,0,0,0,40,39,0
47,6,12,14,2,12,0,4,1,7688,0,45,39,1
30,4,11,9,5,11,1,4,1,0,0,40,39,1
63,6,14,15,2,10,0,4,1,15024,0,50,39,1
53,2,11,9,0,1,2,4,0,0,0,35,39,0
23,4,15,10,2,12,0,4,1,0,0,40,39,0
28,4,11,9,0,1,4,4,0,0,0,40,39,0
61,4,14,15,2,10,0,4,1,0,1902,45,4,1
60,2,8,11,6,1,1,0,0,0,0,40,39,0
32,4,9,13,2,13,0,4,1,0,0,40,39,0
47,4,11,9,2,3,0,4,1,0,0,56,39,1
36,4,8,11,2,1,5,4,0,0,0,40,39,0
24,4,11,9,4,6,1,4,1,0,0,40,39,0
46,4,9,13,2,4,0,4,1,3818,0,44,39,0
59,4,0,6,2,14,0,4,1,0,0,40,39,0
30,4,1,7,2,14,0,4,1,0,0,40,39,0
30,4,9,13,4,10,1,4,1,0,0,60,39,0
38,4,11,9,2,6,0,4,1,3411,0,40,39,0
57,4,11,9,6,12,1,4,0,0,0,30,39,0
64,5,14,15,2,10,0,4,1,99999,0,60,39,1
48,4,12,14,4,10,1,4,1,0,0,60,39,0
28,4,9,13,2,4,0,4,1,0,0,42,39,1
46,5,11,9,2,12,0,4,1,0,1887,45,39,1
51,0,11,9,2,0,0,4,1,0,0,40,39,0
55,5,11,9,0,4,4,4,1,0,2444,60,39,1
44,4,7,12,0,4,1,4,0,0,1980,40,39,0
50,4,8,11,2,11,0,4,1,0,0,40,39,0
58,4,11,9,6,4,1,4,1,0,0,55,39,1
27,1,8,11,4,13,4,2,1,1151,0,40,39,0
52,4,12,14,0,10,4,4,0,0,0,40,39,0
30,4,15,10,2,12,0,4,1,0,0,40,39,0
49,4,0,6,2,14,0,4,1,0,0,99,39,1
32,6,11,9,2,4,0,4,1,0,0,40,39,0
44,5,9,13,2,12,0,4,1,0,0,60,12,1
63,4,4,3,2,7,0,3,1,0,0,32,26,0
60,4,9,13,2,10,0,4,1,7688,0,40,39,1
55,4,15,10,2,13,0,4,1,0,0,40,39,0
77,6,2,8,0,14,1,4,1,0,0,12,39,0
55,4,12,14,2,4,0,4,1,0,0,55,39,1
51,4,11,9,4,3,3,4,1,0,0,35,39,0
35,4,15,10,2,4,0,4,1,0,0,40,39,0
26,0,11,9,1,0,5,4,0,0,1651,42,39,0
33,4,9,13,0,12,1,4,1,0,0,40,39,0
34,4,9,13,2,12,0,4,1,0,0,47,39,1
52,7,9,13,2,11,0,4,1,0,0,48,39,1
50,4,11,9,0,1,1,4,0,0,0,40,39,0
48,2,10,16,2,10,0,4,1,15024,0,45,2,1
24,4,9,13,4,13,1,1,1,0,0,40,39,0
44,4,7,12,2,8,0,4,1,0,0,40,39,0
40,4,11,9,0,9,4,4,0,0,0,32,39,0
61,2,15,10,0,3,4,4,1,0,0,40,39,0
60,4,11,9,2,5,0,4,1,0,0,40,39,0
18,0,1,7,4,0,3,2,1,0,0,25,39,0
47,4,15,10,0,3,4,4,1,0,0,40,39,1
30,1,15,10,2,2,0,4,1,0,0,48,39,1
44,4,11,9,2,8,5,2,0,0,0,38,39,1
60,4,0,6,2,3,0,4,1,0,0,50,39,0
44,4,11,9,0,6,2,4,0,0,0,40,39,0
33,4,9,13,5,13,4,4,0,5455,0,40,39,0
38,4,11,9,5,9,4,2,0,0,0,40,39,0
42,4,9,13,2,4,5,4,0,0,1485,17,39,1
45,5,9,13,2,4,0,2,1,0,0,45,39,1
40,4,12,14,2,4,0,4,1,0,0,50,39,1
40,4,15,10,2,4,0,4,1,0,0,40,39,1
60,4,9,13,2,4,0,4,1,7298,0,40,39,1
40,6,11,9,0,8,3,4,0,0,0,40,39,0
45,4,9,13,4,10,1,4,0,0,0,40,39,0
51,6,12,14,4,4,1,4,1,10520,0,20,39,1
31,1,11,9,4,1,3,4,1,0,0,35,39,0
19,4,1,7,4,7,3,4,1,0,0,40,39,0
24,2,9,13,4,10,1,4,1,0,0,40,39,0
51,4,6,5,4,8,1,2,0,0,0,40,39,0
28,6,9,13,2,5,0,4,1,0,0,50,39,0
31,4,7,12,4,1,1,4,0,0,0,40,39,0
19,4,11,9,4,14,3,4,1,0,0,46,39,0
39,7,12,14,2,10,0,2,1,5013,0,56,39,0
27,4,9,13,2,10,5,4,0,0,0,40,39,0
39,4,11,9,2,1,5,4,0,0,0,40,39,1
45,4,12,14,0,1,4,4,0,0,0,40,39,0
21,4,8,11,4,4,2,4,1,0,0,40,26,0
67,4,0,6,2,11,0,4,1,0,0,16,39,0
28,4,6,5,2,3,0,4,1,0,0,40,39,0
28,4,11,9,4,8,1,4,0,0,0,46,39,0
48,4,15,10,2,3,0,4,1,0,0,40,39,1
24,7,9,13,4,10,1,4,1,0,0,20,39,0
66,0,9,13,2,0,5,4,0,0,0,4,39,0
23,4,11,9,5,1,1,4,0,0,0,40,39,0
17,4,0,6,4,8,3,4,0,0,0,20,39,0
21,4,11,9,4,1,3,4,0,0,0,40,39,0
30,4,11,9,2,1,0,4,1,0,0,40,39,0
53,4,11,9,2,12,5,4,0,0,0,40,39,0
40,4,9,13,2,10,0,4,1,0,0,60,39,1
39,4,1,7,0,8,4,4,0,0,0,40,39,0
38,4,8,11,2,3,0,4,1,0,0,43,39,0
33,4,7,12,2,3,0,4,1,0,0,45,39,0
36,4,9,13,0,4,4,4,0,0,0,40,39,0
53,4,9,13,6,1,4,4,0,0,0,52,39,0
32,4,11,9,4,4,1,4,0,0,0,50,39,0
52,2,15,10,6,13,4,4,0,0,0,40,39,0
31,4,1,7,5,8,1,4,1,0,0,38,33,0
35,4,2,8,0,11,2,4,1,0,0,40,39,0
49,6,11,9,0,7,4,2,0,0,0,40,39,0
28,4,7,12,4,1,3,4,1,0,0,40,39,0
75,5,11,9,2,4,0,4,1,0,0,40,39,1
43,4,7,12,0,4,1,2,1,0,0,40,39,0
22,5,11,9,4,1,4,2,0,0,0,40,39,0
43,1,11,9,0,1,1,2,0,0,0,40,39,0
40,2,9,13,2,4,0,4,1,0,0,60,39,1
29,4,15,10,4,14,1,4,1,0,0,40,39,0
21,4,1,7,2,3,0,4,1,0,0,60,39,0
44,4,8,11,4,10,1,2,1,0,0,40,39,0
33,2,15,10,2,1,0,4,1,3103,0,45,39,1
38,4,9,13,4,12,1,4,1,0,0,48,39,1
29,4,11,9,4,8,1,4,0,0,0,32,39,0
34,4,11,9,2,3,0,4,1,0,0,55,39,1
27,5,2,8,2,1,0,4,1,0,0,40,39,1
20,4,11,9,4,3,1,4,1,0,0,40,39,0
